_link,_link_main,role,pic,legalName,sme,latitude,longitude,activityType,eucontribution,status,order,organizationType,type,webLink,postalAddress_id,postalAddress_abbreviation,postalAddress_classId,postalAddress_context,postalAddress_description,postalAddress_postalCode,postalAddress_street,postalAddress_city,postalAddress_countryCode_id,postalAddress_countryCode_abbreviation,postalAddress_countryCode_classId,postalAddress_countryCode_context,postalAddress_countryCode_description,postalAddress_countryCode_postalCode,postalAddress_countryCode_street,postalAddress_countryCode_city,postalAddress_countryCode_countryCode
7.metadata.participants.4,7,participant,973080139,CEIIA - CENTRO DE ENGENHARIA E DESENVOLVIMENTO (ASSOCIACAO),false,41.17269245,-8.679932158589875,Research organisation,504340,Active,5,,REC,https://www.ceiia.com/,0,,,,,4470-017,AVENIDA DOM AFONSO HENRIQUES 1825,Matosinhos,20000990,PT,,,Portugal,,,,
7.metadata.participants.5,7,participant,908426244,UBIQ AEROSPACE AS,true,63.431328,10.401105,Other,717650,Active,6,,PRC,www.ubiqaerospace.com,0,,,,,7011,KRAMBUGATA 2,TRONDHEIM,20000974,NO,,,Norway,,,,
8.metadata.participants.0,8,coordinator,936058149,"GUARDIARIS, RACUNALNISKE APLIKACIJE IN SIMULACIJE D.O.O",true,46.0684333,14.5016786203125,Other,933290.74,Active,1,,PRC,http://www.guardiaris.com,0,,,,,1000,KAMNISKA ULICA 39A,LJUBLJANA,20001004,SI,,,Slovenia,,,,
8.metadata.participants.1,8,participant,892228602,ITEC TONTECHNIK UND INDUSTRIE-ELEKTRONIK GESELLSCHAFT MBH,true,47.07888505,15.64734973541125,Other,270202.91,Active,2,,PRC,www.itec-audio.com,0,,,,,8200,LASSNITZTHAL 300,Gleisdorf,20000832,AT,,,Austria,,,,
8.metadata.participants.2,8,participant,894053948,CONTINEST TECHNOLOGIES ZMR,true,47.6960419,19.034365859987506,Other,622700.68,Active,3,,PRC,http://www.continest.com/,0,,,,,2000,FO TER 14 3/A,SZENTENDRE,20000913,HU,,,Hungary,,,,
8.metadata.participants.3,8,participant,999611288,SMARTEX SRL,true,43.907519,11.1420878,Other,398266.86,Active,4,,PRC,www.smartex.it,0,,,,,59100,VIA DELLA CROCE ROSSA 82,Prato,20000922,IT,,,Italy,,,,
9.metadata.participants.0,9,coordinator,999954862,THALES DMS FRANCE SAS,false,48.7906419,1.9741698,Private for profit organisation,1499875,Active,1,,PRC,,0,,,,,78990,2 AVENUE GAY LUSSAC,Elancourt,20000890,FR,,,France,,,,
9.metadata.participants.1,9,participant,986464587,ATLAS ELEKTRONIK GMBH,false,53.0587523,8.8996576,Private for profit organisation,1239632,Active,2,,PRC,www.atlas-elektronik.com,0,,,,,28309,SEBALDSBRUCKER HEERSTRASSE 235,Bremen,20000873,DE,,,Germany,,,,
9.metadata.participants.2,9,participant,999444351,KONGSBERG MARITIME AS,false,59.601511,9.636119,Private for profit organisation,2305000,Active,3,,PRC,https://www.kongsberg.com/maritime/,0,,,,,3605,KIRKEGAARDSVEIEN 45,KONGSBERG,20000974,NO,,,Norway,,,,
9.metadata.participants.3,9,participant,999988909,NEDERLANDSE ORGANISATIE VOOR TOEGEPAST NATUURWETENSCHAPPELIJK ONDERZOEK TNO,false,52.0822233,4.3257144,Research organisation,1685072,Active,4,,REC,www.tno.nl,0,,,,,2595 DA,ANNA VAN BUERENPLEIN 1,Den Haag,20000973,NL,,,Netherlands,,,,
9.metadata.participants.4,9,participant,998627417,LEONARDO - SOCIETA PER  AZIONI,false,41.9182673,12.4690749,Private for profit organisation,1559756.56,Active,5,,PRC,www.leonardo.com,0,,,,,00195,PIAZZA MONTE GRAPPA 4,Roma,20000922,IT,,,Italy,,,,
9.metadata.participants.5,9,participant,999757176,MARION TECHNOLOGIES S.A.S.,true,43.0794025,1.6514261,Other,1899366,Active,6,,PRC,http://www.mariontechnologies.com,0,,,,,09340,"PARC TECHNOLOGIQUE DELTA SUD
55 RUE LOUIS PASTEUR",VERNIOLLE,20000890,FR,,,France,,,,
9.metadata.participants.6,9,participant,991779993,PI CERAMIC GMBH,false,50.80679035,11.92304379556962,Private for profit organisation,813750,Active,7,,PRC,https://www.piceramic.de/de/,0,,,,,07589,LINDENSTRASSE,Lederhose,20000873,DE,,,Germany,,,,
9.metadata.participants.7,9,participant,999751938,THALES,false,48.8208381,2.2332588,Private for profit organisation,1203973.75,Active,8,,PRC,www.thalesgroup.com,0,,,,,92190,4 RUE DE LA VERRERIE,MEUDON,20000890,FR,,,France,,,,
9.metadata.participants.8,9,participant,999867271,UNIVERSITE DE TOURS,false,47.3836761,0.6731940509022188,HSE,1407600,Active,9,,HES,www.univ-tours.fr,0,,,,,37020,RUE DU PLAT D ETAIN 60,Tours,20000890,FR,,,France,,,,
9.metadata.participants.9,9,participant,999984059,FRAUNHOFER GESELLSCHAFT ZUR FORDERUNG DER ANGEWANDTEN FORSCHUNG EV,false,48.1322664,11.5296222,Other,1500205.75,Active,10,,REC,www.fraunhofer.de,0,,,,,80686,HANSASTRASSE 27C,Munchen,20000873,DE,,,Germany,,,,
9.metadata.participants.10,9,participant,929601829,INNOVATION IN RESEARCH & ENGINEERING SOLUTIONS,true,50.850961,4.4021946,Other,249875,Active,11,,PRC,www.innovation-res.eu,0,,,,,1030,BOULEVARD AUGUSTE REYERS 80,SCHAERBEEK,20000839,BE,,,Belgium,,,,
9.metadata.participants.11,9,participant,999971837,INSTITUT JOZEF STEFAN,false,46.0421272,14.4883111,Research organisation,1202125,Active,12,,REC,www.ijs.si,0,,,,,1000,Jamova 39,Ljubljana,20001004,SI,,,Slovenia,,,,
9.metadata.participants.12,9,participant,999990655,DANMARKS TEKNISKE UNIVERSITET,false,55.786591,12.525256,HSE,1199962.5,Active,13,,HES,www.dtu.dk,0,,,,,2800,ANKER ENGELUNDS VEJ 101,Kongens Lyngby,20000875,DK,,,Denmark,,,,
9.metadata.participants.13,9,participant,945827019,OPTICS11 BV,true,52.3058047,4.943967,Other,1498300,Active,14,,PRC,www.optics11.com,0,,,,,1101 BM,HETTENHEUVELWEG 37,Amsterdam,20000973,NL,,,Netherlands,,,,
9.metadata.participants.14,9,thirdParty,999997930,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS,false,48.8476256,2.2640027,Research organisation,66956.25,Active,9,,REC,www.cnrs.fr,0,,,,,75794,RUE MICHEL ANGE 3,Paris,20000890,FR,,,France,,,,
10.metadata.participants.0,10,coordinator,999831575,ECOLE ROYALE MILITAIRE - KONINKLIJKE MILITAIRE SCHOOL,false,50.8434144,4.3916199,HSE,905916.25,Active,1,,HES,www.rma.ac.be,0,,,,,1000,Avenue de la Renaissance 30,Bruxelles / Brussel,20000839,BE,,,Belgium,,,,
10.metadata.participants.1,10,participant,999981828,GOTTFRIED WILHELM LEIBNIZ UNIVERSITAET HANNOVER,false,52.38319165,9.72004974278656,HSE,752500,Active,2,,HES,https://www.uni-hannover.de/en/,0,,,,,30167,WELFENGARTEN 1,Hannover,20000873,DE,,,Germany,,,,
10.metadata.participants.2,10,participant,900446345,T4I ENGINEERING IKE*T4I ENGINEERING PRIVATE COMPANY,true,37.65018645,24.024606188545665,Other,526500,Active,3,,PRC,www.t4ieng.com,0,,,,,163 46,ERGATON TYPOU 10,ILIOUPOLI,20000902,EL,,,Greece,,,,
10.metadata.participants.3,10,participant,998802502,ETHNIKO KENTRO EREVNAS KAI TECHNOLOGIKIS ANAPTYXIS,false,38.9953683,21.9877132,Research organisation,433375,Active,4,,REC,WWW.CERTH.GR,0,,,,,57001,CHARILAOU THERMI ROAD 6 KM,Thermi Thessaloniki,20000902,EL,,,Greece,,,,
10.metadata.participants.4,10,participant,999842536,TALLINNA TEHNIKAÜLIKOOL,false,59.3946145,24.6695367,HSE,363750,Active,5,,HES,www.taltech.ee,0,,,,,12616,EHITAJATE TEE 5,Tallinn,20000880,EE,,,Estonia,,,,
10.metadata.participants.5,10,participant,966006220,BUNDESMINISTERIUM DER VERTEIDIGUNG,false,50.705182949999994,7.0463339603123405,Other,327277.5,Active,6,,PUB,http://www.bmvg.de/portal/a/bmvg,0,,,,,53123,FONTAINENGRABEN 150,Bonn,20000873,DE,,,Germany,,,,
10.metadata.participants.6,10,participant,916943523,EXUS SOFTWARE MONOPROSOPI ETAIRIA PERIORISMENIS EVTHINIS,true,37.971565,23.72658761894293,Other,451250,Active,7,,PRC,https://www.exus.ai/,0,,,,,118 54,THEANOUS 15,ATHENS,20000902,EL,,,Greece,,,,
10.metadata.participants.7,10,participant,923648260,INTERSCIENCE BV,true,51.6109708,4.7195162,Other,568415,Active,8,,PRC,www.interscience.nl,0,,,,,4823 AA,TINSTRAAT 16,Breda,20000973,NL,,,Netherlands,,,,
11.metadata.participants.0,11,coordinator,999994438,OFFICE NATIONAL D'ETUDES ET DE RECHERCHES AEROSPATIALES,false,48.7095551,2.2233675,Research organisation,950063.16,Active,1,,REC,www.onera.fr,0,,,,,91120,CHEMIN DE LA HUNIERE,Palaiseau,20000890,FR,,,France,,,,
11.metadata.participants.1,11,participant,953490213,ERGON RESEARCH SRL,true,43.80627335,11.23139413640399,Other,837377.21,Active,2,,PRC,https://www.ergonresearch.it/,0,,,,,50127,VIA GIUSEPPE CAMPANI 50,Firenze,20000922,IT,,,Italy,,,,
11.metadata.participants.2,11,participant,999981731,DEUTSCHES ZENTRUM FUR LUFT - UND RAUMFAHRT EV,false,50.848867,7.111538417241022,Research organisation,950002.4,Active,3,,REC,www.dlr.de,0,,,,,51147,LINDER HOHE,Koln,20000873,DE,,,Germany,,,,
11.metadata.participants.3,11,participant,999698006,VON KARMAN INSTITUTE FOR FLUID DYNAMICS,false,50.75496765,4.386305156499031,Research organisation,799974.1,Active,4,,REC,www.vki.ac.be,0,,,,,1640,"Waterloose Steenweg, 72",Sint-Genesius-Rode,20000839,BE,,,Belgium,,,,
11.metadata.participants.4,11,participant,998552824,MBDA FRANCE,false,48.7811049,2.2619632,Private for profit organisation,247432.59,Active,5,,PRC,www.mbda-systems.com,0,,,,,92358,1 AVENUE REAUMUR,Le Plessis-Robinson,20000890,FR,,,France,,,,
11.metadata.participants.5,11,participant,950405322,ABGI FRANCE,true,45.735643,4.8155698,Other,201109.01,Active,6,,PRC,https://abgi-france.com/,0,,,,,69002,52 QUAI RAMBAUD,Lyon,20000890,FR,,,France,,,,
12.metadata.participants.0,12,coordinator,999809265,AIRBUS DEFENCE AND SPACE SAS,false,43.6044622,1.4442469,Private for profit organisation,7753272.08,Active,1,,PRC,www.airbusdefenceandspace.com,0,,,,,31402,31 RUE DES COSMONAUTES ZI DU PALAYS,Toulouse Cedex,20000890,FR,,,France,,,,
12.metadata.participants.1,12,participant,999904034,AALBORG UNIVERSITET,false,57.01396,9.984469,HSE,280000,Active,2,,HES,www.aau.dk,0,,,,,9220,FREDRIK BAJERS VEJ 7K,Aalborg,20000875,DK,,,Denmark,,,,
12.metadata.participants.2,12,participant,922504533,ENDUROSAT AD,true,42.6073975,25.4856617,Other,670125,Active,3,,PRC,www.endurosat.com,0,,,,,1404,UL FLORA 1A,Sofia,20000841,BG,,,Bulgaria,,,,
12.metadata.participants.3,12,participant,999645238,VLAAMSE INSTELLING VOOR TECHNOLOGISCH ONDERZOEK N.V.,false,51.2190663,5.0936443,Research organisation,640167.5,Active,4,,REC,www.vito.be,0,,,,,2400,BOERETANG 200,Mol,20000839,BE,,,Belgium,,,,
12.metadata.participants.4,12,participant,940848688,EXATEL SPOLKA AKCYJNA,false,52.33356755,20.979206649261176,Private for profit organisation,799312.5,Active,5,,PRC,www.exatel.pl,0,,,,,04 164,UL PERKUNA 47,WARSZAWA,20000986,PL,,,Poland,,,,
12.metadata.participants.5,12,participant,895000474,FALCONERS OU,true,59.440376,24.36641170882353,Other,251000,Active,6,,PRC,www.falconers.ee,0,,,,,76710,SUVE TEE 10,Tuulna,20000880,EE,,,Estonia,,,,
12.metadata.participants.6,12,participant,903174373,KONGSBERG DEFENCE & AEROSPACE AS,false,59.6569434,9.6446815,Private for profit organisation,2978400,Active,7,,PRC,www.kongsberg.com,0,,,,,3616,KIRKEGARDSVEIEN 45,Kongsberg,20000974,NO,,,Norway,,,,
12.metadata.participants.7,12,participant,999537083,EUROPEAN UNION SATELLITE CENTRE,false,40.4706839,-3.4507365,Other,1068040.59,Active,8,,PUB,www.satcen.europa.eu,0,,,,,28850,AVENIDA DE CADIZ ED 457-BASE AEREA DE TORREJON,Torrejon De Ardoz,20000883,ES,,,Spain,,,,
12.metadata.participants.8,12,participant,929536839,SATLANTIS MICROSATS SA,true,43.3271048,-2.9846079,Other,2950750,Active,9,,PRC,www.satlantis.com,0,,,,,48940,"EDIFICIO SEDE PARQUE CIENTIFICO CAMPUS UPV BARRIO SANTSOENA, 14D - 2A PLANTA",Leioa Bizkaia,20000883,ES,,,Spain,,,,
12.metadata.participants.9,12,participant,990744033,TERRA SPATIUM AE PROIONTON KAI YPIRESION GEOPLIROFORIKIS KAI DIASTIMATOS,true,39.2932397,23.1428984,Other,399750,Active,10,,PRC,www.terraspatium.gr,0,,,,,19400,IOANNOU METAXA 90,KOROPI,20000902,EL,,,Greece,,,,
12.metadata.participants.10,12,participant,932760440,TEKNOLOGIAN TUTKIMUSKESKUS VTT OY,false,60.1864168,24.813150930099283,Research organisation,1263108.37,Active,11,,REC,www.vtt.fi,0,,,,,02150,TEKNIIKANTIE 21,Espoo,20000885,FI,,,Finland,,,,
12.metadata.participants.11,12,participant,958916490,HISDESAT SERVICIOS ESTRATEGICOS SA,false,40.4573216,-3.5618523593554,Private for profit organisation,449911.48,Active,12,,PRC,www.hisdesat.es,0,,,,,28046,PASEO DE LA CASTELLANA 149 PLANTA 4,Madrid,20000883,ES,,,Spain,,,,
12.metadata.participants.12,12,participant,999939051,TELESPAZIO SPA,false,41.9294632,12.5768065,Private for profit organisation,1770602.59,Active,13,,PRC,www.telespazio.com,0,,,,,00156,VIA TIBURTINA 965,Roma,20000922,IT,,,Italy,,,,
12.metadata.participants.13,12,participant,911716484,ELETTRONICA SPA,false,41.81435465,12.226936957567165,Private for profit organisation,1100000,Active,14,,PRC,http://www.elettronicagroup.com/,0,,,,,00131,VIA TIBURTINA VALERIA KM 13.70,Roma,20000922,IT,,,Italy,,,,
12.metadata.participants.14,12,participant,999699558,AIRBUS DEFENCE AND SPACE SA,false,40.3136856,-3.7018334,Private for profit organisation,849956.34,Active,15,,PRC,www.airbus.com,0,,,,,28906,CALLE AVIOCAR 2,Getafe (Madrid),20000883,ES,,,Spain,,,,
12.metadata.participants.15,12,participant,885803516,SIA DATI GROUP,true,56.96198545,24.081015257601546,Other,350000,Active,16,,PRC,www.datigroup.com,0,,,,,LV-1048,BALASTA DAMBIS 80A,Riga,20000946,LV,,,Latvia,,,,
12.metadata.participants.16,12,participant,999987066,STICHTING KONINKLIJK NEDERLANDS LUCHT - EN RUIMTEVAARTCENTRUM,false,52.3451042,4.8438265,Research organisation,679650,Active,17,,REC,www.nlr.nl,0,,,,,1059 CM,ANTHONY FOKKERWEG 2,Amsterdam,20000973,NL,,,Netherlands,,,,
12.metadata.participants.17,12,participant,914787892,MBRYONICS LIMITED,true,53.2744122,-9.0490632,Other,669951.96,Active,18,,PRC,www.mbryonics.com,0,,,,,H91 XK22,"UNIT 13 FIONTARLANN TEO, WESTSIDE ENTERPRISE PARK",Galway,20000915,IE,,,Ireland,,,,
12.metadata.participants.18,12,participant,934220290,SAFRAN DATA SYSTEMS,false,48.6841207,2.2213411,Private for profit organisation,430171.25,Active,19,,PRC,www.safran-electronics-defense.com,0,,,,,91978,5 AVENUE DES ANDES ZONE D'ACTIVITES DE COURTABOEUF,Villejust,20000890,FR,,,France,,,,
12.metadata.participants.19,12,participant,962314400,OHB SWEDEN AB,false,59.4002778,17.9503137,Private for profit organisation,1799700,Active,20,,PRC,,0,,,,,164 29,BOX 1269,Kista,20001001,SE,,,Sweden,,,,
12.metadata.participants.20,12,participant,925001022,UAB KONGSBERG NANOAVIONICS,false,54.7246912,25.3415274,Private for profit organisation,349219.38,Active,21,,PRC,https://nanoavionics.com/,0,,,,,10224,MOKSLININKU G. 2A,Vilnius,20000944,LT,,,Lithuania,,,,
12.metadata.participants.21,12,participant,999988909,NEDERLANDSE ORGANISATIE VOOR TOEGEPAST NATUURWETENSCHAPPELIJK ONDERZOEK TNO,false,52.0822233,4.3257144,Research organisation,519424.38,Active,22,,REC,www.tno.nl,0,,,,,2595 DA,ANNA VAN BUERENPLEIN 1,Den Haag,20000973,NL,,,Netherlands,,,,
12.metadata.participants.22,12,participant,998627417,LEONARDO - SOCIETA PER  AZIONI,false,41.9182673,12.4690749,Private for profit organisation,1038597.64,Active,23,,PRC,www.leonardo.com,0,,,,,00195,PIAZZA MONTE GRAPPA 4,Roma,20000922,IT,,,Italy,,,,
12.metadata.participants.23,12,participant,997607656,ISD LYSEIS OLOKRIROMENON SYSTIMATONANONYMOS ETAIREIA,true,38.9953683,21.9877132,Other,599981.25,Active,24,,PRC,www.isd.gr,0,,,,,151 25,KIFISSIAS AVENUE 32 KTIPIO B ATRINA CENTER,MAROUSSI,20000902,EL,,,Greece,,,,
12.metadata.participants.24,12,participant,985510204,SITAEL SPA,false,41.06121225,17.064323078215118,Private for profit organisation,199887.5,Active,25,,PRC,www.sitael.com,0,,,,,70042,VIA S SABINO 21,Mola Di Bari,20000922,IT,,,Italy,,,,
12.metadata.participants.25,12,participant,999994438,OFFICE NATIONAL D'ETUDES ET DE RECHERCHES AEROSPATIALES,false,48.7095551,2.2233675,Research organisation,650304,Active,26,,REC,www.onera.fr,0,,,,,91120,CHEMIN DE LA HUNIERE,Palaiseau,20000890,FR,,,France,,,,
12.metadata.participants.26,12,participant,999488195,THALES ALENIA SPACE ITALIA SPA,false,41.9359863,12.6088338,Private for profit organisation,3477190,Active,27,,PRC,www.thalesaleniaspace.com,0,,,,,00131,VIA SACCOMURO 24,Roma,20000922,IT,,,Italy,,,,
12.metadata.participants.27,12,participant,885436953,SPACEWAVE OU,true,59.3659125,24.653179273809524,Other,50000,Active,28,,PRC,https://spacewave.eu/,0,,,,,10921,VIKERKAARE 21-2,TALLINN,20000880,EE,,,Estonia,,,,
12.metadata.participants.28,12,participant,999842536,TALLINNA TEHNIKAÜLIKOOL,false,59.3946145,24.6695367,HSE,150000,Active,29,,HES,www.taltech.ee,0,,,,,12616,EHITAJATE TEE 5,Tallinn,20000880,EE,,,Estonia,,,,
12.metadata.participants.29,12,participant,999959130,INDRA SISTEMAS SA,false,40.52917035,-3.6414349825450647,Private for profit organisation,200001,Active,30,,PRC,www.indracompany.com,0,,,,,28108,AVENIDA DE BRUSELAS 35,Alcobendas Madrid,20000883,ES,,,Spain,,,,
12.metadata.participants.30,12,participant,999991819,AIRBUS DEFENCE AND SPACE GMBH,false,48.0459053,11.655792738129307,Private for profit organisation,3305000,Active,31,,PRC,www.airbus-group.com,0,,,,,82024,WILLY-MESSERSCHMITT-STRASSE 1,Taufkirchen,20000873,DE,,,Germany,,,,
12.metadata.participants.31,12,participant,991678046,E-GEOS SPA,false,40.668523,16.601585,Private for profit organisation,449644,Active,32,,PRC,www.e-geos.it,0,,,,,75100,LOCALITA TERLECCHIE,Matera,20000922,IT,,,Italy,,,,
12.metadata.participants.32,12,participant,999908205,THALES ALENIA SPACE FRANCE SAS,false,43.5476997,1.3941094,Private for profit organisation,970000,Active,33,,PRC,www.thalesaleniaspace.com,0,,,,,31100,AVENUE JEAN FRANCOIS CHAMPOLLION 26,Toulouse,20000890,FR,,,France,,,,
12.metadata.participants.33,12,participant,889911369,HENSOLDT CYBER GMBH,false,48.0473293,11.6572639,Private for profit organisation,271531.25,Active,34,,PRC,hensoldt-cyber.com,0,,,,,82024,WILLY-MESSERSCHMITT-STR. 3,TAUFKIRCHEN,20000873,DE,,,Germany,,,,
13.metadata.participants.0,13,coordinator,899680821,NURJANA TECHNOLOGIES SRL,true,39.2680862,9.0496306,Other,3214331.15,Active,1,,PRC,http://www.nurjanatech.com/,0,,,,,09067,VIA MARIO BETTI (CASIC - EST) 27/29,Elmas,20000922,IT,,,Italy,,,,
13.metadata.participants.1,13,participant,893801845,LMO,true,49.5024242,5.9492071,Other,907597.5,Active,2,,PRC,www.lmo.space,0,,,,,4362,AVENUE DES HAUTS-FOURNEAUX 9,Esch-Sur-Alzette,20000945,LU,,,Luxembourg,,,,
13.metadata.participants.2,13,participant,880362204,LAMBDA-X HIGH TECH,true,50.58916295,4.331909175863107,Other,279611.03,Active,3,,PRC,www.hightech.lambda-x.com,0,,,,,1400,AVENUE ROBERT SCHUMAN 102,NIVELLES,20000839,BE,,,Belgium,,,,
13.metadata.participants.3,13,participant,938743400,SKYLABS VESOLJSKE TEHNOLOGIJE DOO,true,46.5305539,15.6670511,Other,518770.9,Active,4,,PRC,www.skylabs.si,0,,,,,2000,ZAGREBSKA CESTA 104,Maribor,20001004,SI,,,Slovenia,,,,
13.metadata.participants.4,13,participant,892516013,VYOMA GMBH,true,48.1666022,11.5777462,Other,1073929.07,Active,5,,PRC,https://vyoma.space,0,,,,,80803,KARL THEODOR STRASSE 55,MUNCHEN,20000873,DE,,,Germany,,,,
13.metadata.participants.5,13,associatedPartner,997899044,TELESPAZIO FRANCE SAS,false,43.5476997,1.3941094,Private for profit organisation,0,Active,6,,PRC,www.telespazio.com/fr,0,,,,,31023,AVENUE JEAN FRANCOIS CHAMPOLLION 26,Toulouse,20000890,FR,,,France,,,,
14.metadata.participants.0,14,coordinator,897466020,ALDORIA,true,43.6054545,1.4440901,Other,1123392.61,Active,1,,PRC,www.aldoria.com,0,,,,,31000,8 RUE DE REMUSAT,Toulouse,20000890,FR,,,France,,,,
14.metadata.participants.1,14,participant,918136526,SYBILLA TECHNOLOGIES SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,true,53.0956342,18.081248050840248,Other,464979.66,Active,2,,PRC,www.sybillatechnologies.com,0,,,,,85-023,UL. TORUNSKA 59,Bydgoszcz,20000986,PL,,,Poland,,,,
14.metadata.participants.2,14,participant,899680821,NURJANA TECHNOLOGIES SRL,true,39.2680862,9.0496306,Other,666337.79,Active,3,,PRC,http://www.nurjanatech.com/,0,,,,,09067,VIA MARIO BETTI (CASIC - EST) 27/29,Elmas,20000922,IT,,,Italy,,,,
14.metadata.participants.3,14,participant,893801845,LMO,true,49.5024242,5.9492071,Other,895367.11,Active,4,,PRC,www.lmo.space,0,,,,,4362,AVENUE DES HAUTS-FOURNEAUX 9,Esch-Sur-Alzette,20000945,LU,,,Luxembourg,,,,
14.metadata.participants.4,14,participant,910551514,AIKO SRL,true,45.0607442,7.6924312,Other,500738.38,Active,5,,PRC,www.aikospace.com,0,,,,,10123,VIA DEI MILLE 22,Torino,20000922,IT,,,Italy,,,,
14.metadata.participants.5,14,associatedPartner,999878620,UNIVERSITE DU LUXEMBOURG,false,49.504605,5.9482904,HSE,0,Active,6,,HES,www.uni.lu,0,,,,,4365,2 PLACE DE L'UNIVERSITE,ESCH-SUR-ALZETTE,20000945,LU,,,Luxembourg,,,,
15.metadata.participants.0,15,coordinator,934617214,ON-AIR CONSULTING & SOLUTIONS SRL,true,41.81435465,12.226936957567165,Other,758018.62,Active,1,,PRC,www.onaircs.com,0,,,,,00198,VIALE REGINA MARGHERITA 278,Roma,20000922,IT,,,Italy,,,,
15.metadata.participants.1,15,participant,923782605,IMT SRL,true,41.81435465,12.226936957567165,Other,433217.59,Active,2,,PRC,www.imtsrl.it,0,,,,,00159,VIA CIPRIANO FACCHINETTI 67,Roma,20000922,IT,,,Italy,,,,
15.metadata.participants.2,15,participant,888835542,SPACE TECHNOLOGIES FOR INNOVATION S.R.L.,false,41.9366571,12.6351849,Private for profit organisation,93600.8,Active,3,,PRC,www.st4in.com,0,,,,,00012,VIA ROMA 231,Guidonia Montecelio,20000922,IT,,,Italy,,,,
15.metadata.participants.3,15,participant,993050014,OPTEC SPA,true,45.4429138,8.6300509,Other,401632.65,Active,4,,PRC,www.optec.eu,0,,,,,28100,VIA SCAVINI 2 A,Novara,20000922,IT,,,Italy,,,,
15.metadata.participants.4,15,participant,998581633,BRADFORD ENGINEERING BV,true,51.5107518,4.3707088,Other,240848.32,Active,5,,PRC,www.bradford-space.com,0,,,,,4726 TG,DE WIJPER  26,Heerle,20000973,NL,,,Netherlands,,,,
15.metadata.participants.5,15,participant,997636853,INTEGRASYS SA,true,40.5297255,-3.9266948,Other,289308.31,Active,7,,PRC,www.integrasys-sa.com,0,,,,,28232,"CALLE JOSE ECHEGARAY, NUM. 8 PORTAL 3, PLANTA 1, P LIGONO EMPRESARIAL LAS ROZAS - MATAS PIN AR MONTE ROZAS",Rozas De Madrid,20000883,ES,,,Spain,,,,
15.metadata.participants.6,15,participant,958732481,TEKEVER SPACE - SISTEMAS ESPACIAIS LDA,true,39.3683851,-9.0493435,Other,283320.75,Active,8,,PRC,space.tekever.com,0,,,,,2500-750,"RUA DAS MINAS 2, ZONA INDUSTRIAL ESTRADA DA FOZ DO ARELHO",Caldas Da Rainha,20000990,PT,,,Portugal,,,,
15.metadata.participants.7,15,participant,999795394,TTI NORTE SL,true,43.4458084,-3.8659624,Other,416188.36,Active,9,,PRC,www.ttinorte.es,0,,,,,39011,CALLE ALBERT EINSTEIN 14,Santander,20000883,ES,,,Spain,,,,
